mean,variance,homogeneity,contrast,dissimilarity,entroy,energy,correlation,ASM
-0.21649726712976183,-0.02909260491228356,-0.006474199090941958,-0.20092555781185176,-0.20092555781185176,0.9087390529154579,-0.014461055637657533,-0.21127352918530362,-0.029089281335805548
-0.23524482885884448,-0.04703258237061975,0.015583960354619298,-0.19297513461629748,-0.19297513461629748,0.9085695567215719,-0.00906325740169296,-0.19983414677256325,-0.04702843243987587
-0.21463634210576535,-0.02962692500521914,-0.008934231750514873,-0.2004259171243998,-0.2004259171243998,0.9096626141104823,-0.016213386125650663,-0.20977621712568784,-0.029623677748845074
-0.2145250838252414,-0.031029128839914644,-0.00814278718727795,-0.1986107228653756,-0.1986107228653756,0.9099339396778822,-0.01620570141367005,-0.2117839344768403,-0.0310258582041866
-0.21409795113072516,-0.029547674852937567,-0.009880096771832101,-0.20064369671506874,-0.20064369671506874,0.9099113262252909,-0.016790275329178792,-0.20876347869619316,-0.029544456014286704
-0.21697976005516462,-0.02882879521450532,-0.0058771311606160516,-0.20117754158673337,-0.20117754158673337,0.9084626216025312,-0.01398719787832179,-0.21160920071428338,-0.02882545340617339
-0.21428971555218904,-0.030292973174263906,-0.008994555808252125,-0.19959186268489573,-0.19959186268489573,0.9099213211161151,-0.016486587231570583,-0.21038403557130725,-0.03028972840874074
-0.2086491037945042,-0.03582998172191771,-0.016331235738666378,-0.1952807514611312,-0.1952807514611312,0.9139885140990445,-0.023199133094947196,-0.20359061170454731,-0.03582694512219966
-0.21265742755434117,-0.030187810728061714,-0.0117028170242578,-0.20002424037190172,-0.20002424037190172,0.9106722810798514,-0.018180959106687808,-0.2077101379746107,-0.030184647948089005
-0.21523464868515396,-0.029738329479041915,-0.007907512010335389,-0.2001831405235819,-0.2001831405235819,0.9093998717592454,-0.01559831088296188,-0.21081973864552406,-0.02973505100906416
-0.21439920267379664,-0.02991979360154999,-0.009085502349536869,-0.20006510282690027,-0.20006510282690027,0.9098132295871001,-0.016412794009825187,-0.20994917997019844,-0.02991655132839238
-0.27847846111048913,-0.1555824373604215,0.08839577697614148,-0.048447998288901596,-0.048447998288901596,0.8910041197745614,-0.03517330852577318,-0.25769460903386293,-0.1555750841423532
-0.15506616482286012,-0.12518107217884064,-0.07785821749111935,-0.10126613387091625,-0.10955641931969652,0.9406786354455035,-0.10070258007074738,-0.14586848820871962,-0.12517955948260373
-0.21434289574872276,-0.029535394674512192,-0.009503078029862088,-0.20062457127069355,-0.20062457127069355,0.9097966984031017,-0.01654525951414276,-0.20908876356397965,-0.029532164330495613
-0.2141838371414159,-0.029627790418936345,-0.009673362567314802,-0.20051465589603068,-0.20051465589603068,0.9098799942210656,-0.016686098432821546,-0.2090550283931614,-0.029624565475354008
